Publication Number,patent_id,cleaned_claim
US4862640,4862640,"1. A door operator for a slide door that is slidingly supported relative to a door opening in a side panel of a vehicle body, said door being supported adjacent its forward end on at least one forward guide member and being supported adjacent its rear end on a rear guide member, said guide members guiding said door through an initial closing movement and a final opening movement generally parallel to said side panel, through at least a portion of its initial opening movement generally away from the plane of said door opening and through at least a portion of its final closing movement generally toward the plane of said door opening, said door operator comprising means including a first cable member coupled to the rear end of said door and a second cable member coupled to the forward end of said door for driving said door along said guide members to thereby move said door through said initial and final opening and closing movements, each of said cable members being supported substantially entirely within the interior of the vehicle body when the slide door is fully closed."
US4862640,4862640,"4. A door operator for a slide door that is slidingly supported relative to a door opening in a side panel of a vehicle body, said door being supported adjacent its forward end in at least one curved forward guide member by a forward bracket and roller assembly and being supported adjacent its rear end in a curved rear guide member by a rear bracket and roller assembly, said guide members guiding said door through an initial opening movement and a final closing movement generally parallel to said side panel, through at least a portion of its final opening movement generally away from the plane of said door opening and through at least a portion of its initial closing movement generally toward the plane of said door opening, said door operator comprising means including a first cable member coupled to the rear end of said door and a second cable member coupled to the forward end of said door for driving said bracket and roller assemblies along said guide members to thereby move said door through said initial and final opening and closing movements, each of said cable members being supported substantially entirely within the interior of the vehicle body when the slide door is fully closed."
US4862640,4862640,"17. A door operator for a slide door that is slidingly supported relative to a door opening in a side panel of a vehicle body, said door being supported adjacent its forward end in at least one curved forward guide member by a forward bracket and roller assembly and being supported adjacent its rear end in a curved rear guide member by a rear bracket and roller assembly, said guide members guiding said door through an initial opening movement and a final closing movement generally parallel to said side panel, through at least a portion of its final opening movement generally away from the plane of said door opening and through at least a portion of its initial closing movement generally toward the plane of said door opening, said door operator comprising means including a first cable member coupled to the rear end of said door and a second cable member coupled to the forward end of said door for driving said bracket and roller assemblies along said guide members to thereby move said door through said initial and final opening and closing movements, said sliding door further including a latch bolt member adjacent its rear end that is movable between an unlatched position and a latched position upon engagement with a striker pin, said door operator further including a first motor means coupled to said cable members for moving said slide door along a major portion of said guide members, between a fully open position and a nearly closed position that is closely adjacent to a fully closed position, and a second motor means carried by said vehicle body at the rear of said door opening and including an eccentrically mounted striker pin thereon engageable by said latch bolt member when said door is in its nearly closed position for moving said door from its nearly closed position to its fully closed position."
US4862640,4862640,"2. A door operator for a slide door that is slidingly supported relative to a door opening in a side panel of a vehicle body, said door being supported adjacent its forward end on at least one curved forward guide member by a forward bracket and roller assembly and being supported adjacent its rear end on a curved rear guide member of a rear bracket and roller assembly, said guide members guiding said door through an initial closing movement and a final opening movement generally parallel to said side panel, through at least a portion of its final closing movement generally toward the plane of said door opening and through at least a portion of its initial opening movement generally away from the plane of said door opening, said door operator comprising means including a first cable member coupled to said rear bracket and roller assembly for driving said rear bracket and roller assembly along said rear guide member to thereby move said door through said initial and final closing movements, said door operator means including a second cable member coupled to said forward bracket and roller assembly for driving said forward bracket and roller assembly along said forward guide member to thereby move said door through said initial and final opening movements."
US4887390,4887390,"3. A door operator for a slide door that is slidingly supported relative to a door opening in a side panel of a vehicle body, said door being supported adjacent its forward end on at least one curved forward guide member by a forward bracket and roller assembly and being supported adjacent its rear end on a curved rear guide member by a rear bracket and roller assembly, said guide members guiding said door through an initial closing movement generally parallel to said side panel and through at least a portion of its final closing movement generally toward the plane of said door opening, movement generally away from the plane of said door operator comprising means including a cable member carried on the outboard side of said side panel and coupled to said rear bracket and roller assembly for driving said rear bracket and roller assembly along said rear guide member to thereby move said door through said initial and final closing movements."
US4887390,4887390,"13. A door operating system for a door that is slidingly supported relative to a door opening in a side panel of a vehicle body, said door being supported adjacent its forward end on at least one forward guide member carried by said vehicle body and being supported adjacent its rear end on a rear guide member carried by said vehicle body, said guide members guiding said door through (i) an initial closing movement generally parallel to said side panel, (ii) a final opening movement generally parallel to said side panel, (iii) at least a portion of its final closing movement generally toward the plane of said door opening, and (iv) at least a portion of its initial opening movement generally away from the plane of said door opening, said door including a latch bolt member carried adjacent the rear end thereof and movable between latched and unlatched positions, said door operating system comprising drive means including a cable member coupled to the rear end of said door for moving said door along said guide members and through said initial and final closing movements, and clamping means including a rotatable striker plate mounted on said vehicle body and having an eccentrically mounted striker pin thereon engageable by said latch bolt member of said door for clamping said door to said vehicle body with said door in a finally closed position in said door opening."
US4887390,4887390,"1. A door operator for a slide door that is slidingly supported relative to a door operating in a side panel of a vehicle body, said door being supported adjacent its forward end on at least one forward guide member and being supported adjacent its rear end on a rear guide member, said guide members guiding said door through an initial closing movement generally parallel to said side panel and through at least a portion of its final closing movement generally toward the plane of said door opening, said door operator comprising means including a cable member carried on the outboard side of said side panel and coupled to the rear end of said door for driving said door along said guide members to thereby move said door through said initial and final closing movements."
US4887390,4887390,"10. A door operator according to any one of claims 3-6, wherein said sliding door includes a latch bolt member adjacent its rear end that is movable between an unlatched position and a latched position upon engagement with a striker pin, and wherein said door operator further includes a first motor means coupled to said cable member for moving said slide door along a major portion of said guide members, between a fully open position and a nearly closed position that is closely adjacent to a fully closed position, and a second motor means carried by said vehicle body at the rear of said door opening and including an eccentrically mounted striker pin thereon engageable by said latch member when said door is in its nearly closed position for moving said door from its nearly closed position to its fully closed position."
US4887390,4887390,"5. A door operator for a slide door that is slidingly supported relative to a door opening in a side panel of a vehicle body, said door being supported adjacent its forward end in at least one curved forward guide member by a forward bracket and roller assembly and being supported adjacent its rear end in a curved rear guide member by a rear bracket and roller assembly, said guide members guiding said door through an initial closing movement and a final opening movement generally parallel to said side panel, through at least a portion of its initial opening movement generally away from the plane of said door opening and through at least a portion of its final closing movement generally toward the plane of said door opening, said door operator comprising means including a cable member carried on the outboard side of said side panel and coupled to the rear end of said door for driving said bracket and roller assemblies along said guide members to thereby move said door through said initial and final opening and closing movements."
US4887390,4887390,"4. A door operator for a slide door that is slidingly supported relative to a door opening in a side panel of a vehicle body, said door being supported adjacent its forward end on at least one curved forward guide member by a forward bracket and roller assembly and being supported adjacent its rear end on a curved rear guide member by a rear bracket and roller assembly, said guide members guiding said door through an initial closing movement and a final opening movement generally parallel to said side panel, through at least a portion of its final closing movement generally toward the plane of said door opening and through at least a portion of its initial opening movement generally away from the plane of said door opening, said door operator comprising means including a cable member supported in said curved rear guide member and coupled to said rear bracket and roller assembly for driving said rear bracket and roller assembly along said rear guide member to thereby move said door through said initial and final closing movements."
US4887390,4887390,"7. A door operator according to any one of claims 3-6, and further including motor means coupled to said cable member for moving said door along said guide members."
US4895009,4895009,"1. In a door-closing system for a motor vehicle having a trunk lid and a plurality of motor vehicle doors comprising a mechanical motor vehicle door lock in each of said motor vehicle doors and in said trunk lid, a mechanical lock cylinder in said door lock of the driver's door of said motor vehicle doors and a remotely controllable electronic operating device with a transmitter acting as an electronic key, a receiver and decoder and a power supply, said motor vehicle door locks in said motor vehicle doors having at least one locked configuration and an additional theft preventative configuration and a central lock mechanism drive with control positions for engagement and/or disengagement of said theft preventative configuration and said central lock mechanism drive being operable by said electronic operating device, the improvement wherein said decoder and said receiver of said electronic operating device are independent components which are connected only electrically so that said receiver is located outside in said driver's door, and is operable only from said outside by said transmitter, said decoder is located in the interior of said motor vehicle and is connected electrically with said central lock mechanism drive and an emergency device for disengagement or release of said theft preventative configuration is provided, said emergency device operating electrically on said central lock mechanism drive and having a theft preventative mechanism disengaging switch, said theft preventative mechanism disengaging switch being located in a space closed by said trunk lid which has one of said motor vehicle door locks with one of said central lock mechanism drive which cannot take one of said theft preventative configurations and is operable by a mechanical key."
US4895009,4895009,"3. A door-closing system for a motor vehicle having a plurality of motor vehicle doors and a trunk lid comprising: a mechanical motor vehicle door lock for each of said motor vehicle doors and said trunk lid having at least one locked configuration and an additional theft preventative configuration; a mechanical lock cylinder in said motor vehicle door lock of the driver's door of said motor vehicle doors; a remotely controllable electronic operating device having a transmitter acting as an electronic key, a plurality of receivers and a separate decoder independent of said receivers and a power supply, an additional central lock mechanism drive with control positions for engagement and/or disengagement of said theft preventative configuration operable by said electronic operating device also being provided, one of said receivers being located outside, e.g. in said driver's door, and being operable only from said outside by said transmitter, said decoder being located in the interior of said motor vehicle and connected electrically with said central lock mechanism drive, another of said receivers being located outside in the passenger door of said motor vehicle doors and still another of said receivers being located in the vicinity of said trunk lid; and an emergency device for disengagement or release of said theft preventative configuration operating electrically on said central lock mechanism drive and having a theft preventative mechanism disengaging switch mounted in a space closed by said trunk lid which has said motor vehicle door lock with one of said central lock mechanism drives which cannot take one of said theft preventative configurations and is operable by mechanical key."
US20180361936,20180361936,
US20240301740,20240301740,
US9834978,9834978,"1. A power side door system for a motor vehicle, comprising: a vehicle side door connected to a vehicle body; an actuator for displacing said side door between an open position and a closed position; a presence sensor to determine a change in presence of an individual in a seat position adjacent said side door; a controller responsive to said presence sensor to control operation of said actuator; and a cinch latch having an engaged position for securing said side door in said closed position and an unengaged position for releasing said side door for opening."
US8403398,8403398,"1. A motor vehicle, comprising: a sliding door having an inner side facing an interior of the motor vehicle; a locking mechanism adapted for unlocking and locking the sliding door located in the closed position within the scope of an opening process or a closing process; and a protruding armrest disposed on the inner side, wherein the sliding door can be displaced from a closed position in which an entry opening of the motor vehicle is closed by the sliding door, within a scope of the opening process via an intermediate position in which the sliding door is outwardly offset with respect to an adjoining vehicle wall, into an open position in which the inner side of the sliding door is disposed opposite to an outer side of the adjoining vehicle wall, wherein, within the scope of the opening process, the protruding armrest is movable automatically from a usage position into a non-usage position in which the protruding armrest is set back with respect to the usage position in a direction of the inner side of the sliding door, and wherein, within the scope of the closing process in which the sliding door is displaced from the open position via the intermediate position into the closed position, the protruding armrest is further movable automatically from the non-usage position into the usage position wherein the protruding armrest is adapted to cooperate with the locking mechanism in such a manner that: during unlocking of the sliding door, the protruding armrest is automatically movable from the usage position into the non-usage position; and during locking of the sliding door, the protruding armrest is automatically movable from the non-usage position into the usage position."
US8403398,8403398,"17. A motor vehicle, comprising: a sliding door, having an inner side facing an interior of the motor vehicle, wherein the sliding door is configured to be displaced from a closed position in which an entry opening of the motor vehicle is closed by the sliding door; a protruding armrest, disposed on the inner side, that is configured to automatically move from a non-usage position into a usage position during a closing process in which the sliding door is displaced from an open position via an intermediate position into the closed position; and a locking mechanism adapted for unlocking and locking the sliding door located in the closed position during an opening process or the closing process, wherein the protruding armrest is adapted to cooperate with the locking mechanism in such a manner that: during unlocking of the sliding door, the protruding armrest is automatically movable from the usage position into the non-usage position; and during locking of the sliding door, the protruding armrest is automatically movable from the non-usage position into the usage position."
US6062613,6062613,"1. Motor vehicle door lock comprising a housing with a detent pawl including a lock catch, a dynamic actuation linkage extending from an outside door handle and an inside door handle to said detent pawl and with which said detent pawl is actuatable to trigger said lock catch to unlock a motor vehicle door, and a control means including a control disk with a plurality of peripherally located control cams, each of said plurality of control cams corresponding to a respective one of plurality of functional positions including at least a locked position and an unlocked position, wherein said control means is provided with a means for enabling selective displacement of the control means into a plurality of positions, in each of which a respective one of said plurality of control cams individually interacts with a control segment of said dynamic actuation linkage in a manner that, in said locked position, said dynamic actuation linkage is disengaged relative to said outside door handle as a means for preventing said motor vehicle door from being opened by said outside door handle but said dynamic actuation linkage is engaged relative to said inside door handle as a means for enabling said motor vehicle door to be opened by said inside door handle, and in the unlocked position, said dynamic actuation linkage is engaged relative to both said outside door handle and said inside door handle as a means for enabling said motor vehicle door to be opened by both said outside door handle and said inside door handle."
US5806917,5806917,"20. An improved vehicle chassis comprising: a main chassis member having a door opening through a plane thereof; a door member mounted to the chassis for translatory lateral movement relative to the chassis member between an open position disposed outside the plane of the door opening and a closed position disposed within the opening; and inter-engagaeable connections carried by the chassis and door members, said connections being located at opposite sides of the door opening and each comprising a key carried by one of the door and chassis members and a mating socket carried by the other of the members for mutual engagement with the socket when the door member is in the closed position to integrate the door member into the chassis as a structural part thereof, wherein the door member is mounted to the chassis for translatory lateral movement by a hinge connecting the chassis and door members, and wherein: the hinge mounts the door member for translatory lateral movement relative to the chassis about an axis defined by the hinge; the hinge comprises a chassis portion attached to the vehicle chassis and a door portion attached to the door; the chassis and door portions are pivotably connected together to mount the door member for translatory lateral movement about the hinge axis; and the vehicle chassis includes disconnecting means for physically separating the door and chassis portions of the hinge so that any disturbing forces which may be generated between the door hinges and the keys and sockets are not transmitted between the door and chassis portions when the door member is in the closed position."
US5806917,5806917,"7. An improved motor vehicle chassis comprising: a main chassis structure having a door opening therethrough; a door panel hingedly mounted to the chassis for alternately covering and uncovering the door opening; disengagable structural connections located, respectively, at opposite portions of the door panel, each of the connections including a structural key and a mating receptacle for receiving the structural key, each of the connections structurally connecting the door panel to the main chassis structure when the door panel is covering the door opening; and a structural member located on the door panel rigidly spanning between the disengagable structural connections, the structural member and the disengagable structural connections cooperating to allow compressive, tensile and torsional forces to be transmitted through the main chassis structure across the door opening when covered by the door, wherein the structural keys are pyramidical in shape, each having four tapered faces."
US5806917,5806917,"24. An improved vehicle chassis comprising: a main chassis member having a door opening through a plane thereof; a door member mounted to the chassis for translatory lateral movement relative to the chassis member between an open position disposed outside the plane of the door opening and a closed position disposed within the opening; and inter-engageable connections carried by the chassis and door members, said connections being located at opposite sides of the door opening and each comprising a key carried by one of the door and chassis members and a mating socket carried by the other of the members for mutual engagement with the socket when the door member is in the closed position to integrate the door member into the chassis as a structural part thereof, wherein the mating keys and sockets have mutually engageable surfaces extending at an angle relative to the plane of the door opening such that tension and compression forces imparted to the chassis are transmitted to the door member when in the closed position."
US5806917,5806917,"28. In combination with a door member hingedly secured to a vehicle chassis member for pivotal movement about an axis between open and closed positions relative to a door opening within the chassis member, an improved method for transmitting forces to the door member from the chassis member when the door is in the closed position, said method comprising providing mating key and socket members carried by the door and chassis members for mutual engagement when the door is in the closed position, said key and socket members extending in a curvilinear path generally concentric about said axis."
US5806917,5806917,"23. An improved vehicle chassis comprising: a main chassis member having a door opening through a plane thereof; a door member mounted to the chassis for translatory lateral movement relative to the chassis member between an open position disposed outside the plane of the door opening and a closed position disposed within the opening; and inter-engageable connections carried by the chassis and door members, said connections being located at opposite sides of the door opening and each comprising a key carried by one of the door and chassis members and a mating socket carried by the other of the members for mutual engagement with the socket when the door member is in the closed position to integrate the door member into the chassis as a structural part thereof, wherein the door member is mounted to the chassis for translatory lateral movement by a hinge connecting the chassis and door members, wherein the hinge mounts the door member for translatory lateral movement relative to the chassis about an axis defined by the hinge, and the mating sockets are mounted at an inclined angle such that the keys simultaneously move in a direction perpendicular to the hinge axis and in a direction parallel to the hinge axis when the keys engage the mating sockets."
US5806917,5806917,"1. An improved motor vehicle chassis comprising: a main chassis structure having a door opening therethrough; a door panel hingedly mounted to the chassis for alternately covering and uncovering the door opening; disengagable structural connections located, respectively, at opposite portions of the door panel, each of the connections including a structural key and a mating receptacle for receiving the structural key, each of the connections structurally connecting the door panel to the main chassis structure when the door panel is covering the door opening; and a structural member immovably mounted located on the door panel and rigidly spanning between the disengagable structural connections, the structural member and the disengagable structural connections cooperating to allow compressive, tensile and torsional forces to be transmitted through the main chassis structure across the door opening when covered by the door."
US5806917,5806917,"3. An improved motor vehicle chassis comprising: a main chassis structure having a door opening therethrough; a door panel hingedly mounted to the chassis for alternately covering and uncovering the door opening; disengagable structural connections located, respectively, at opposite portions of the door panel, each of the connections including a structural key and a mating receptacle for receiving the structural key, each of the connections structurally connecting the door panel to the main chassis structure when the door panel is covering the door opening; and a structural member located on the door panel rigidly spanning between the disengagable structural connections, the structural member and the disengagable structural connections cooperating to allow compressive, tensile and torsional forces to be transmitted through the main chassis structure across the door opening when covered by the door, wherein the door panel is a passenger door having forward and rearward edges and one of the structural connections is located adjacent to the forward edge of the door and another structural connection is located adjacent to the rearward edge of the door, and wherein the door is generally rectangular and has four corner areas and one of the structural connections is located adjacent to each of the corner areas."
US5806917,5806917,"25. In combination with a door member hingedly secured to a vehicle chassis member for pivotal movement about an axis between open and closed positions relative to a door opening within the chassis member, an improved connection for transmitting forces to the door member from the chassis member when the door member is in the closed position, said connection comprising mating key and socket members carried by the door and chassis members for mutual engagement when the door is in the closed position, said key and socket members extending in a curvilinear path generally concentric with said axis."
US5806917,5806917,"19. An improved vehicle chassis comprising: a main chassis member having a door opening through a plane thereof; a door member mounted to the chassis for translatory lateral movement relative to the chassis member between an open position disposed outside the plane of the door opening and a closed position disposed within the opening; and inter-engageable connections carried by the chassis and door members, said connections being located at opposite sides of the door opening and each comprising a key carried by one of the door and chassis members and a mating socket carried by the other of the members for mutual engagement with the socket when the door member is in the closed position to integrate the door member into the chassis as a structural part thereof, wherein the door member is mounted to the chassis for translatory lateral movement by a hinge connecting the chassis and door members, wherein the hinge mounts the door member for translatory lateral movement relative to the chassis about an axis defined by the hinge, and at least one of the connections is disposed adjacent the hinge, the mating key and socket of said one connection extending in a curvilinear path generally concentric with the axis of the hinge."
US5806917,5806917,"10. An improved vehicle chassis comprising: a main chassis member having a door opening through a plane thereof; a door member mounted to the chassis for translatory lateral movement relative to the chassis member between an open position disposed outside the plane of the door opening and a closed position disposed within the opening, the door member covering the door opening when in the closed position; inter-engageable connections fixed relative to the chassis and door members, said connections being located at opposite sides of the door opening and each comprising a key carried by one of the door and chassis members and a mating socket carried by the other of the members for mutual engagement with the socket when the door member is in the closed position to integrate the door member into the chassis as a structural part thereof."
US9666004,9666004,"1. A latch release backup system for a latch assembly of a motor-vehicle door, comprising: a key cylinder configured to receive a vehicle key and which is rotatably mounted to the motor-vehicle door, wherein the key cylinder defines an electrical interface socket configured to receive the vehicle key; a mechanical coupling arrangement mounted within the motor-vehicle door and operable to convert a rotation of the key cylinder into actuation of an actuation group of the latch assembly for causing latch release; and an electronic control unit mounted within the motor-vehicle door and electrically connected to the electrical interface socket to receive identification information (Id) from the vehicle key when plugged into the electrical interface socket; wherein the mechanical coupling arrangement is disengaged from the actuation group of the latch assembly, and wherein the electronic control unit is configured to control engagement of the mechanical coupling arrangement to the actuation group of the latch assembly based on the identification information (Id) received from the vehicle key."
US9666004,9666004,"14. A door latch system for a motor vehicle door, comprising: a latch assembly having a latch mechanism operable in a latched mode to hold the motor vehicle door in a closed state and in an unlatched mode to release the motor vehicle door in an opened state; a latch release mechanism for shifting the latch mechanism from the latched mode into the unlatched mode; and a latch release backup system having a key cylinder rotatably mounted to the motor vehicle door and having an electrical interface socket configured to receive an electric interface plug of a vehicle key, a mechanical coupling arrangement operable to convert rotation of the key cylinder into rotation of an actuator element, an actuator unit operable in a disconnected mode to disconnect the actuator element from the latch release mechanism and in a connected mode to connect the actuator element to the latch release mechanism, and an electronic controller electrically connected to the electric interface socket to receive identification information (Id) from the vehicle key when plugged into the electrical interface socket and control actuation of the actuator unit for shifting the actuator unit from its disconnected mode into its connected mode upon authentication of the identification information (Id) received from the vehicle key."
US20110285503,20110285503,
US20100313477,20100313477,
US8740284,8740284,"1. A motor vehicle, comprising: a side door opening; a front side door operatively configured to exclusively close-off the side door opening in the region adjacent to a first seat row; a first actuator operable by a first seat row occupant and operatively configured for opening the front side door, the first actuator being arranged on a side of the front side door facing an interior of the vehicle in the region adjacent to a first seat row; a second actuator operatively configured for opening the front side door when closed, the second actuator being located rearwardly of the first actuator relative to a front end of the motor vehicle in an ergonomically accessible location reachable by a rear seat occupant of a seat row located behind the first seat row."
US6286890,6286890,"8. A motor vehicle comprising: a body portion having a side defining an opening; a door assembly slidably movable along a path from fully open position to a fully closed position such that access to an interior of the motor vehicle is provided through the opening in the fully opened position and access through the aperture is prevented in the fully closed position; an upper guide track coupled to the body portion adjacent an upper edge of the opening; a guide assembly coupled to an upper edge of the door assembly near a front corner, the guide assembly including a guide roller disposed within the upper guide track for guiding the door assembly between the fully opened position and the fully closed position; an upper track stabilizer coupled to the upper guide track for opposing reducing movement of the door assembly relative to the vehicle in a generally cross-car direction; and wherein the upper track stabilizer directly opposes movement of the guide roller in the cross-car direction when the sliding door assembly is in the closed position."
US6286890,6286890,"1. A sliding door system for a vehicle having a body portion defining an aperture, the sliding door system comprising: a door assembly slidably movable along a path from a fully open position to a fully closed position; a guide track for coupling to the body portion for guiding the door assembly; a guide assembly coupled to the door assembly, the guide assembly including a guide roller disposed within the guide track for guiding the door assembly between the fully opened position and the fully closed position; and a track stabilizer coupled to the guide track for opposing movement of the door assembly relative to the vehicle in a generally cross-car direction; wherein the track stabilizer directly opposes movement of the guide roller in the generally cross-car direction when the sliding door is in the closed position."
US6286890,6286890,"13. A sliding door system for a vehicle having a body portion defining an aperture, the sliding door system comprising: a door assembly slidably movable along a path from a fully open position to a fully closed position; a guide track for coupling to the body portion for guiding the door assembly; a guide assembly coupled to the door assembly, the guide assembly including a guide roller disposed within the guide track for guiding the door assembly between the fully opened position and the fully closed position; and a track stabilizer coupled to the guide track for opposing movement of the door assembly relative to the vehicle in a generally cross-car direction; wherein the track stabilizer directly opposes movement of the guide roller in the generally cross-car direction when the sliding door is in the closed position; wherein the guide track includes a top side, a downwardly extending side at least partially defining a channel for receiving the guide roller, and an aperture formed in a portion of the top side and a portion of the downwardly extending side, and further wherein the track stabilizer includes a first portion engaging the top side and a second portion engaging the downwardly extending side, the first portion of the track stabilizer extending through the aperture."
US9677305,9677305,"1. A motor vehicle door lock comprising: a locking mechanism having a pawl is moveable between a closed position and an open position; a mechanical lever gear that is a arranged on a common axis with the pawl and pivotable to move the pawl to the open position; a journal mechanically connected between the pawl and the mechanical lever gear, wherein the mechanical lever gear includes an L-shaped profile for the journal to engage therein and the pawl includes a slot-shaped profile for the journal to engage therein; a swiveling lever arranged between the pawl and the mechanical lever gear, the swiveling lever having a guiding area for receiving the journal, the journal following pivoting movement of the swiveling lever; and a motorized opening unit having a unidirectional motor and a pulley that is driven by the unidirectional motor and rotatable from a first position to a second position, wherein when the pulley is in the first position, the pulley acts on the swiveling lever to prevent the swiveling lever from acting on the journal, the journal being freely moveable within a first leg of the L-shaped profile of the mechanical lever gear, and the journal being located at a first end of the slot-like profile of the pawl, the mechanical lever gear being freely moveable relative to the locking mechanism without moving the pawl towards the open position, and wherein when the pulley is in the second position, the pulley releases the swiveling lever, the swiveling lever having pivoting movement and the journal following the pivoting movement to move to a second leg of the L-shaped profile of the mechanical lever gear and a second end of the slot-like profile of the pawl, enabling the mechanical lever gear to move the pawl towards the open position via the journal carrying the pawl."
US20170074020,20170074020,
US6809630,6809630,1. Motor vehicle door luck system comprising: at least one vehicle lock; an outside door handle assigned to the vehicle lock; at least one vibration sensor assigned to the outside door handle; and a vibration generating device in vibration transmissive association with the outside more handle for enabling generated by the vibration generating device to mechanically vibrate at least a part of the outside door handle; wherein the sensor is adapted to sense a change in the vibrating of said at least a part of the outside door handle to thereby detect touching of the outside door handle by a hand of an operator on the basis of an evaluation of said change.
US6809630,6809630,"31. A method for controlling a motor vehicle door lock system adapted to detect touching of the outside door handle by a hand of an operator, comprising the steps of: providing at least one vehicle lock; providing an outside door handle assigned to the at least one vehicle lock; using a vibration generating device to mechanically vibrate at least a part of the outside door handle; sensing vibrations that are caused by the vibration of at least a part of the outside door handle and detecting a change in said vibrations to thereby detect touching of the outside door handle on the basis of an evaluation of said change."
US9605471,9605471,1. A method of controlling a vehicle rear door comprising: detecting opening of a side door of a vehicle; sensing with a plurality of proximity sensors movement of a person moving along an outer side of the vehicle to a rear of the vehicle; and controlling an actuator to open the rear door of the vehicle in response to the detected opening of the side door followed by the sensed movement of the person.
US9605471,9605471,"9. A method of controlling a vehicle rear door comprising: detecting opening of a side door of a vehicle; sensing with a plurality of proximity sensors movement of a person moving from a side to a rear of the vehicle; and controlling an actuator to open the rear door of the vehicle in response to the detected opening of the side door followed by the sensed movement of the person, wherein the proximity sensors comprise a plurality of proximity sensors located on one or more side windows of the vehicle."
US9605471,9605471,"10. A control system for a rear door of a vehicle, comprising: a door sensor for detecting an open state of a side door; an actuator operatively coupled to the rear door of the vehicle; a plurality of proximity sensors disposed on a side and rear of the vehicle for detecting movement of a person along an outer side of the vehicle to the rear of the vehicle; and a controller controlling the actuator to open the rear door responsive to the open state of the door being detected followed by the movement of the person from the outer side to the rear of the vehicle being detected."
US9605471,9605471,19. A vehicle comprising: a rear door; a side door; a door sensor for detecting an open state of the side door; an actuator for actuating the rear door; a plurality of proximity sensors disposed on a side and rear of the vehicle for detecting movement of a person from the side to the rear of the vehicle responsive to the detected open state of the side door; and a controller controlling the actuator to open the rear door when the movement of the person from the side to the rear is detected.
US7774986,7774986,"1. Pre-assembly unit for a motor vehicle and for connection with a door frame of the motor vehicle, the pre-assembly unit comprising: a window frame comprising first cutouts, the window frame being separate from but connectable with the door frame; an equipment carrier that is connected to but disconnectable from the window frame via first quick-release fasteners engaged within the first cutouts of the window frame and the equipment carrier being connectable to the door frame via second quick-release fasteners engagable within second cutouts of the door frame, the equipment carrier having a wet side (N) and a dry side (T) for dividing the door frame into a wet area and a dry area; a side window guided at least within the window frame; a window lifting mechanism, which is connected to the side window in order to raise or lower the side window, the window lifting mechanism comprising attachment legs and rolls; at least one fixing means for joining the window lifting mechanism to the equipment carrier, said fixing means adapted to be undone from the dry side of the equipment carrier, the fixing means comprising third quick-release fasteners coupling the equipment carrier to attachment legs of the window lifting mechanism; and wherein the window lifting mechanism is attachable to the door frame from the dry side of the equipment carrier, at least one of the second quick release fasteners is removable from the equipment carrier to expose an aperture that provides access to the window lifting mechanism such that the window lifting mechanism is attachable to the door frame via screws mating with hollow rotary axes of the rolls of the window lifting mechanism wherein the window lifting mechanism is independently connectable to the door frame such that upon removing the equipment carrier from the door frame, the window lifting mechanism can remain connected to the door frame."
